type,subtype,city,street,pubMillis
jam,jam_stand_still_traffic,chicureo,av. chicureo,1748982780000
hazard,hazard_on_shoulder_car_stopped,,ruta 68,1748982771000
hazard,hazard_on_road_construction,lo prado,av. general óscar bonilla,1748982803000
jam,,,autopista central,1748982802000
jam,,,autopista central,1748982782000
jam,jam_heavy_traffic,,autopista central - eje gral. velásquez,1748982785000
jam,,recoleta,av. recoleta,1748982786000
chit_chat,,ñuñoa,maría celeste,1748982777000
jam,jam_stand_still_traffic,la reina,av. ossa,1748982806000
jam,jam_heavy_traffic,san miguel,av. carlos valdovinos,1748982779000
hazard,hazard_on_road_construction,"nos, san bernardo",av. pdte. jorge alessandri rodríguez,1748982797000
police,,,ruta 76 / camino san alberto hurtado,1748982788000
hazard,hazard_on_road_pot_hole,puente alto,av. eyzaguirre,1748982788000
jam,jam_stand_still_traffic,colina,general san martín,1748982821000
hazard,hazard_on_road_object,chicureo,av. chicureo,1748982804000
hazard,hazard_on_shoulder_car_stopped,,ruta 68,1748982810000
hazard,hazard_on_road,,ruta 68,1748982814000
jam,jam_stand_still_traffic,santiago,av. manuel rodríguez,1748982821000
police,,santiago,,1748982824000
hazard,hazard_on_road,santiago,san ignacio de loyola,1748982823000
jam,jam_heavy_traffic,,autopista central,1748982812000
chit_chat,,ñuñoa,av. irarrázaval,1748982826000
jam,jam_stand_still_traffic,la reina,av. echeñique,1748982834000
jam,jam_heavy_traffic,las condes,camino el alba,1748982840000
hazard,hazard_on_road_pot_hole,lo espejo,av. presidente josé joaquín prieto vial,1748982825000
jam,jam_heavy_traffic,la cisterna,av. lo ovalle,1748982827000
police,,la florida,av. vicuña mackenna oriente,1748982833000
police,,,ruta 5 norte,1748982858000
chit_chat,,estación central,av. víctor jara,1748982841000
police,,santiago,compañía de jesús,1748982845000
jam,jam_stand_still_traffic,ñuñoa,general bustamante,1748982863000
jam,jam_heavy_traffic,vitacura,av. las condes,1748982853000
jam,,macul,ramón cruz montt,1748982862000
hazard,hazard_on_road_construction,lo barnechea,av. josé alcalde délano,1748982846000
jam,jam_stand_still_traffic,santiago,av. 10 de julio huamachuco,1748982873000
hazard,hazard_on_road_construction,las condes,av. francisco bilbao,1748982868000
jam,jam_heavy_traffic,la reina,padre hurtado,1748982872000
jam,,lo espejo,av. presidente josé joaquín prieto vial,1748982864000
jam,jam_heavy_traffic,la cisterna,av. lo ovalle,1748982875000
jam,jam_stand_still_traffic,cerrillos,don orione,1748982873000
jam,jam_heavy_traffic,,autopista central,1748982872000
police,police_hiding,santiago,av. libertador bernardo o'higgins,1748982874000
chit_chat,,santiago,beauchef,1748982881000
police,,recoleta,estacionamientos,1748982897000
jam,jam_stand_still_traffic,santiago,av. vicuña mackenna,1748982896000
police,,recoleta,juárez larga,1748982893000
hazard,hazard_on_road_construction,peñalolén,av. grecia,1748982899000
hazard,hazard_on_road_construction,huechuraba,camino al bosque de santiago,1748982899000
jam,jam_stand_still_traffic,san bernardo,av. padre hurtado,1748982907000
jam,,san bernardo,av. portales,1748982897000
hazard,hazard_on_road_construction,puente alto,av. concha y toro,1748982896000
police,,puente alto,puerto aysén,1748982899000
police,,la granja,av. santa rosa,1748982902000
hazard,hazard_on_shoulder_car_stopped,,ruta 78,1748982899000
police,,batuco,av. españa,1748982912000
jam,jam_heavy_traffic,,ruta g-17 / general san martín,1748982905000
police,,san miguel,llano subercaseaux,1748982912000
hazard,hazard_on_road_pot_hole,pedro aguirre cerda,general velásquez,1748982926000
hazard,hazard_on_road_pot_hole,renca,av. presidente eduardo frei montalva,1748982864000
jam,jam_heavy_traffic,la reina,av. echeñique,1748982914000
jam,jam_heavy_traffic,las condes,chesterton,1748982909000
police,,santiago,av. 10 de julio huamachuco,1748982933000
police,,santiago,av. libertador bernardo o'higgins,1748982931000
road_closed,road_closed_event,,los conquistadores / túnel san cristóbal,1748982933000
police,,san miguel,av. santa rosa,1748982936000
accident,accident_major,lo barnechea,san josé de la sierra,1748982934000
road_closed,road_closed_event,,los conquistadores / túnel san cristóbal,1748982934000
police,,calera de tango,camino el sauce,1748982938000
police,,la granja,1 oriente,1748982930000
jam,,la granja,manuel rodríguez,1748982939000
jam,jam_heavy_traffic,la pintana,av. santa rosa,1748982917000
hazard,hazard_weather,la granja,1 oriente,1748982940000
jam,,puente alto,av. concha y toro,1748982914000
jam,,,ruta 5 sur,1748982923000
police,,pudahuel,av. américo vespucio,1748982952000
jam,jam_stand_still_traffic,,ruta g-16,1748982944000
police,,santiago,san francisco,1748982946000
hazard,hazard_on_shoulder_car_stopped,santiago,av. 10 de julio huamachuco,1748982941000
jam,,vitacura,av. américo vespucio norte,1748982958000
jam,jam_stand_still_traffic,santiago,av. 10 de julio huamachuco,1748982971000
police,,san bernardo,av. padre hurtado,1748982952000
jam,jam_heavy_traffic,san bernardo,av. portales,1748982970000
jam,,la florida,av. departamental,1748982974000
hazard,hazard_on_road_construction,,ruta 79,1748982965000
jam,jam_heavy_traffic,,autopista vespucio norte,1748982983000
police,,santiago,tucapel jiménez,1748982992000
hazard,hazard_on_shoulder_car_stopped,,ruta 68,1748982978000
jam,jam_heavy_traffic,vitacura,calle local,1748982999000
police,,san miguel,álvarez de toledo,1748983005000
jam,jam_stand_still_traffic,la reina,carlos ossandón,1748982990000
jam,jam_heavy_traffic,peñalolén,el embalse,1748983002000
jam,jam_heavy_traffic,,autopista central - eje gral. velásquez,1748982983000
jam,jam_heavy_traffic,puente alto,av. concha y toro,1748983001000
police,,buin,av. nuevo buin,1748982995000
hazard,hazard_on_road_construction,quilicura,av. san ignacio,1748983011000
hazard,hazard_on_shoulder_car_stopped,,acceso ruta 78,1748983028000
police,,quinta normal,roman spech,1748983016000
road_closed,,,autopista vespucio norte,1748982612000
road_closed,,,autopista vespucio norte,1748983022000
jam,,renca,av. dorsal,1748983004000
jam,jam_stand_still_traffic,las condes,av. francisco bilbao,1748983034000
jam,jam_heavy_traffic,recoleta,av. recoleta,1748983010000
jam,jam_stand_still_traffic,santiago,av. 10 de julio huamachuco,1748983007000
hazard,hazard_on_road_construction,peñalolén,av. américo vespucio,1748983007000
jam,jam_heavy_traffic,recoleta,av. recoleta,1748983035000
police,,las condes,av. vitacura,1748983026000
jam,jam_heavy_traffic,,salida 7b-s américo vespucio sur > oriente,1748983041000
hazard,hazard_on_road_pot_hole,peñalolén,san luis de macul,1748983019000
police,,santiago,abate molina,1748983057000
police,police_with_mobile_camera,estación central,arica,1748983046000
police,,quinta normal,constantino,1748983064000
jam,,conchalí,av. dorsal,1748983065000
hazard,hazard_on_shoulder_car_stopped,,acceso costanera norte > poniente,1748983063000
police,,las condes,av. apoquindo,1748983070000
hazard,hazard_on_shoulder_car_stopped,la reina,av. simón bolívar,1748983072000
jam,jam_stand_still_traffic,vitacura,av. tabancura,1748983040000
police,,calera de tango,el carmen,1748983067000
police,,calera de tango,santa inés,1748983065000
road_closed,,la florida,santa amalia,1748983077000
road_closed,,la florida,santa amalia,1748981324000
hazard,hazard_on_road_construction,lampa,av. presidente eduardo frei montalva,1748983071000
hazard,hazard_on_shoulder_car_stopped,lampa,,1748983091000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748983073000
jam,jam_stand_still_traffic,renca,av. salvador allende,1748983074000
police,,independencia,echeverría,1748983085000
jam,,conchalí,av. dorsal,1748983099000
police,,santiago,av. brasil,1748983096000
jam,,macul,av. quilín,1748983085000
hazard,hazard_on_shoulder_car_stopped,las condes,cerro colorado,1748983089000
jam,,recoleta,av. recoleta,1748983093000
police,,maipú,av. parque central oriente,1748983085000
police,,calera de tango,santa inés,1748983085000
hazard,hazard_on_shoulder_car_stopped,san bernardo,av. portales,1748983109000
jam,,pedro aguirre cerda,av. presidente josé joaquín prieto vial,1748983088000
jam,jam_stand_still_traffic,peñalolén,av. departamental,1748983115000
police,,buin,caletera al sur,1748983101000
chit_chat,,peñalolén,mariano sánchez fontecilla,1748983121000
jam,jam_heavy_traffic,las condes,av. apoquindo,1748983124000
police,,peñalolén,mariano sánchez fontecilla,1748983129000
chit_chat,,recoleta,juárez larga,1748983115000
jam,jam_heavy_traffic,la reina,padre hurtado,1748983134000
jam,jam_stand_still_traffic,santiago,av. 10 de julio huamachuco,1748983111000
police,,"malloco, peñaflor",av. balmaceda,1748983122000
hazard,hazard_on_road_construction,,ruta 79,1748983134000
hazard,hazard_on_shoulder_car_stopped,,acceso a autopista vespucio sur,1748983123000
police,,san bernardo,urmeneta,1748983127000
police,,san bernardo,san josé,1748983132000
road_closed,,la florida,santa amalia,1748983121000
police,,la granja,av. santa rosa,1748983124000
road_closed,,la florida,santa amalia,1748981429000
jam,,puente alto,nemesio vicuña,1748983147000
hazard,hazard_on_road_traffic_light_fault,independencia,av. fermín vivaceta,1748983164000
jam,jam_stand_still_traffic,recoleta,av. el salto,1748983156000
hazard,hazard_on_shoulder_car_stopped,,autopista costanera norte,1748983165000
jam,jam_stand_still_traffic,puente alto,av. camilo henríquez,1748983154000
police,,puente alto,pasaje la melisa,1748983151000
police,,,ruta g-18 / camino a noviciado,1748983187000
police,police_hiding,pedro aguirre cerda,maipú,1748983202000
police,,estación central,pasaje chamiza,1748983185000
jam,jam_heavy_traffic,estación central,general amengual,1748983184000
police,,san miguel,llano subercaseaux,1748983189000
jam,jam_stand_still_traffic,la reina,av. josé arrieta,1748983194000
jam,,vitacura,las hualtatas,1748983200000
jam,jam_stand_still_traffic,santiago,av. 10 de julio huamachuco,1748983201000
hazard,hazard_on_shoulder_car_stopped,santiago,lira,1748983186000
police,,ñuñoa,rodrigo de araya,1748983193000
police,,san bernardo,santo tomás,1748983194000
chit_chat,,la cisterna,brasil,1748983197000
police,,talagante,las turquesas,1748983184000
jam,jam_heavy_traffic,cerro navia,mapocho sur,1748983213000
police,,estación central,av. 5 de abril,1748983230000
jam,jam_stand_still_traffic,quinta normal,coronel robles,1748983026000
police,,estación central,av. padre alberto hurtado,1748983113000
police,,las condes,av. vitacura,1748983210000
jam,jam_stand_still_traffic,las condes,av. manquehue,1748983220000
police,,huechuraba,av. del parque,1748983235000
jam,jam_heavy_traffic,las condes,av. manquehue,1748983226000
jam,jam_stand_still_traffic,ñuñoa,av. pedro de valdivia,1748983215000
jam,jam_stand_still_traffic,ñuñoa,av. campo de deportes,1748983224000
jam,jam_heavy_traffic,buin,camino buin maipo,1748983226000
jam,,quilicura,av. presidente eduardo frei montalva,1748983248000
hazard,hazard_on_shoulder_car_stopped,pudahuel,simón bolívar,1748983267000
hazard,hazard_on_shoulder_car_stopped,,ruta 68,1748983244000
police,,estación central,los alerces,1748983258000
jam,,,autopista central - eje gral. velásquez,1748983256000
hazard,hazard_on_road_traffic_light_fault,estación central,av. pedro aguirre cerda,1748983259000
chit_chat,,renca,av. dorsal,1748983264000
hazard,hazard_on_shoulder_car_stopped,peñalolén,av. grecia,1748983253000
jam,jam_heavy_traffic,san miguel,av. carlos valdovinos,1748983266000
police,,las condes,av. padre hurtado sur,1748983241000
police,,san bernardo,av. padre hurtado,1748983267000
police,,puente alto,puerto seguro,1748983249000
police,,la florida,av. vicuña mackenna,1748983271000
police,,buin,caletera al sur,1748983268000
jam,,pudahuel,diego barros ortiz,1748983293000
jam,,pudahuel,puyehue,1748983285000
jam,,santiago,av. manuel rodríguez,1748983270000
police,,santiago,av. libertador bernardo o'higgins,1748983273000
jam,,,autopista vespucio norte,1748983283000
chit_chat,,,ruta 68,1748983271000
jam,jam_stand_still_traffic,,autopista vespucio norte,1748983300000
jam,jam_heavy_traffic,las condes,paul harris,1748983273000
jam,jam_heavy_traffic,vitacura,av. américo vespucio norte,1748983298000
jam,jam_stand_still_traffic,providencia,av. tobalaba,1748983289000
jam,,providencia,av. costanera andrés bello,1748983301000
hazard,hazard_on_road_construction,san bernardo,av. lo blanco,1748983302000
hazard,hazard_on_shoulder_car_stopped,maipú,av. pajaritos,1748983299000
jam,,talagante,av. senador jaime guzmán errázuriz,1748983282000
jam,jam_heavy_traffic,buin,camino buin maipo,1748983298000
jam,jam_heavy_traffic,,,1748983310000
police,,colina,diagonal santa elena,1748983322000
jam,jam_stand_still_traffic,santiago,av. libertador bernardo o'higgins,1748983310000
jam,jam_stand_still_traffic,providencia,av. pedro de valdivia,1748983311000
police,,las condes,av. padre hurtado sur,1748983304000
police,,santiago,santa lucía,1748983320000
jam,jam_heavy_traffic,,ruta g-30 / camino a lonquén,1748983340000
jam,jam_stand_still_traffic,el bosque,av. lo blanco,1748983327000
jam,jam_stand_still_traffic,la florida,av. la florida,1748983339000
hazard,hazard_on_road_construction,"el monte, buin",camino padre hurtado,1748983344000
chit_chat,,,autopista nororiente,1748983343000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748983340000
jam,jam_stand_still_traffic,,ruta g-182 / camino a lampa,1748983346000
jam,,quilicura,salida 12 / lo echevers,1748983359000
jam,jam_heavy_traffic,santiago,moneda,1748983340000
chit_chat,,independencia,av. guanaco,1748983334000
jam,jam_heavy_traffic,vitacura,av. manquehue norte,1748983351000
jam,jam_stand_still_traffic,las condes,av. vitacura,1748983344000
police,,santiago,cóndor,1748983344000
hazard,hazard_on_road_traffic_light_fault,la reina,la cañada,1748983358000
jam,jam_stand_still_traffic,san bernardo,av. las acacias,1748983371000
police,,maipú,rinconada,1748983359000
police,,san ramón,rivadavia,1748983364000
police,police_visible,buin,av. libertador bernardo o'higgins,1748983378000
jam,,,ruta g-18 / camino a noviciado,1748983394000
jam,,cerrillos,corredor transporte público pedro aguirre cerda,1748983391000
chit_chat,,estación central,av. víctor jara,1748983369000
jam,jam_stand_still_traffic,las condes,av. vitacura,1748983397000
jam,jam_heavy_traffic,las condes,cerro el plomo,1748983369000
police,,santiago,santa lucía,1748983371000
jam,jam_stand_still_traffic,"nos, san bernardo",camino nos a los morros,1748983396000
police,,puente alto,av. jorge ross ossa,1748983391000
police,,buin,camino buin - alto jahuel,1748983399000
hazard,hazard_on_road,,autopista vespucio norte,1748983429000
hazard,hazard_on_shoulder_car_stopped,,autopista central - eje gral. velásquez,1748983399000
police,,estación central,av. víctor jara,1748983410000
jam,,providencia,av. costanera andrés bello,1748983419000
police,,,autopista vespucio norte,1748983405000
jam,,providencia,av. providencia,1748983407000
jam,jam_heavy_traffic,las condes,av. padre hurtado sur,1748983415000
jam,jam_stand_still_traffic,la florida,av. la florida,1748983435000
